product_id
96996
98260
88259
104795
85876
92202
94993
100701
97870
91197
90595
92887
102685
102701
96782
100670
107329
96616
97924
110918
98274
97088
111002
101003
108446
95609
109713
87901
101449
104197
105482
95601
98824
110521
106154
107326
100659
103629
104669
96919
110488
105251
104782
87602
108136
97555
98450
94805
92037
107944
108522
110454
84826
102770
101269
104722
105416
92180
105568
95062
98392
110478
105090
92964
103573
104314
102020
108741
88903
90498
87941
111360
100258
97980
98004
111328
101000
106613
107114
95827
103400
107927
100582
97719
100872
94839
90593
100953
109838
107639
89521
95670
92318
98599
93160
110417
109170
88429
109478
101304
98309
89206
87319
102902
92763
88494
108507
108542
110864
99364
96109
105656
109629
104342
85847
85977
107791
97823
105209
97683
94776
107368
96227
108767
104644
85900
102489
97349
98903
102697
107562
110438
94979
111292
109233
96376
93493
90415
96972
99135
110942
94801
105830
98479
110826
103687
103947
101864
99182
106285
92030
97329
101832
93460
98825
109281
87105
96670
110037
100116
108802
104969
100126
105174
99011
103991
106742
97520
90462
95488
99374
93276
110847
97901
100982
92005
108682
97915
110099
106048
80401
90715
101192
90795
99471
85807
101458
106648
88439
95457
100098
106659
88096
86774
92077
95369
103899
100027
104426
102745
104941
101794
111180
98349
96193
104687
108730
98376
96336
101258
104579
87280
89199
106553
97456
100534
97146
107207
97878
93465
107117
92865
109036
104259
103322
109072
110398
88539
105779
91223
105162
91211
104116
100208
102044
110591
92245
111043
88927
107580
105275
101019
99968
84807
90780
110425
91690
102579
107663
105128
104127
111157
107875
99176
109058
107134
108833
101052
85669
102035
102796
85924
92613
111111
89498
97526
102096
90368
110318
109904
109469
109378
101802
97750
84790
105720
101369
108207
97918
96757
94893
85869
93100
101550
91718
98246
104201
108739
98717
100996
106661
108737
99345
101691
99316
111005
99009
108382
102090
93182
100619
108588
97681
105693
96195
96905
106589
104193
102986
90745
97262
100197
106961
98044
109226
102149
104262
91258
104725
95913
96925
104884
103753
97488
101493
100602
109555
110298
100521
91923
105422
106031
104542
92620
93585
91086
90464
99206
91888
98839
104876
92743
99039
98052
103855
98411
105294
103940
100093
106210
104771
93429
97753
110764
91917
99403
99312
105701
91100
85679
101923
84843
101579
93096
107609
101998
98483
95433
104736
100532
100155
91352
96205
108959
105634
96381
108360
105097
85152
98141
110865
108504
87318
111144
104757
91209
88854
98579
105429
95391
105077
95501
89476
96288
105624
89442
98704
90840
97289
108144
98231
103103
102049
106559
108180
92788
104701
98111
99578
108687
102508
80429
92993
110123
101621
103513
96217
89045
99212
103075
95679
92232
94245
90347
104536
108708
109031
106971
91356
98680
93357
96744
103840
105289
92212
92247
108940
96059
100267
99095
103700
109841
110393
92847
96478
101968
106237
85214
108200
98850
93515
98745
88103
96943
96716
92849
